index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id
2633,João Cláudio,Local interessante e pitoresco,40,"Visitei o local em um dia de muita chuva e com isso perdeu um pouco o encanto. O local tem vários restaurantes, lanchonetes, sorveterias, lojas com artigos e artesanato local, mas o preço do artesanato é bem maior que na feira vero peso(a feira é colada com a estação). Mas o local é mais seguro e arrumado. Eu estacionei o carro no espaço e paguei um valor único e muito acessível, de lá eu fui na Estação e na feira vero peso. Meu carro ficou bem guardado e seguro.Dicas: atenção com o trânsito em horário de pico, pois os motoristas de Belém são muito apressados e a impressão que eu tive que não tem leis de trânsito na cidade, pois param no meio da pista para ir em uma loja e empatam a faixa de trânsito (juro que isso acontece), atravessam os cruzamentos e fecham as vias, assim, vc pode perder muito tempo para chegar no local. Procure artesanato na feira vero peso, estacione seu carro na Estação e coma nos restaurantes da estação que é muito bom e se tiver um dia bonito, faça um passeio de barco.","Brasília, DF",Business,2019-04-01,2
2634,Nilton Almeida,Lugar deslumbrante,50,"Otimo lugar para um Happy hour, otimos restauranes e uma vista maravilhosa para o rio, possui muita segurança. Recomendo.","São Paulo, SP",Business,2019-04-01,2
2636,Fabio F,Excelente local para jantar ou happy hour,40,"Próximo ao mercado ver-o-peso, é um local muito bacana para se conhecer principalmente no final de tarde. Culinária local, cerveja artesanal e sorvetes com as frutas típicas da região. É o pacote completo. Mas se prepare, é caro!","São Paulo, SP",Business,2019-02-01,2
2638,Ricardo C.,Muito bom,40,"Excelentes restaurantes, limpo, aconchegante, a música ao vivo é o mais surpreendente, os músicos ficar no alto, em uma espécie de gaiola que anda devagar no topo das docas e passa sobre as mesas.","Passo Fundo, RS",Business,2018-07-01,2
2640,Laércio M,Melhor lugar de Belém ,50,"O lugar não reflete a decadência da cidade, que apesar de linda está abandonada! Docas é ótimo para passear, ver o pôr do sol e tomar ou comer algo!","Torres, RS",Business,2019-02-01,2
2641,Ale no Mundo,Imperdível!,50,"O local foi remodelado e possui excelentes restaurantes onde é possível se deliciar com a culinária local. Os restaurantes também disponibilizam meses do lado de foram para quem quiser ficar apreciando o rio. O lado de dentro é climatizado e possui lojas, quiosques e deliciosas sorveterias. além de um palco na parte de cima que se movimenta enquanto os músicos se apresentam, o que dá um charme a mais. Super Recomendo!","Niterói, RJ",Business,2018-09-01,2
2642,Rô Cordeiro,"A melhor palavra pra definir é, imperdível !",50,"Sensacional, grata surpresa! Lugar show, animado, comida boa, bebida gelada! Foi a Belém, tem q ir na Estação das Docas","Fortaleza, CE",Business,2019-01-01,2
2643,Ray,Local bonito.,50,"Minha avaliação é mais pelos ótimos restaurantes que se encontram na estação da docas e são absolutamente maravilhosos, a estação em se é legal e bonito e é legal andar à beira do rio em frente aos restaurantes ao por do sol, tem muita história ali e vale a pena conhecer, como também comer no restaurante Tio Armênio que é pra de bom!","Rio Verde, GO",Business,2019-01-01,2
2644,Núria,"Legal, mas tudo muito caro",40,"O local é bem fresquinho, com vários ar condicionados, mas tudo MUITO caro, é bom ir com dinheiro. O lugar fica ao lado do Ver-o-Peso, mas tem um público selecionado. É bonito para ver o pôr do sol e tirar fotos nas docas.","Campinas, SP",Business,2018-10-01,2
2645,Thiago_Coleti,Não deixe de visitar,50,"Ótimo local para curtir uma comida típica, bebidas. Ambiente confortável, climatizado e com várias opções de restaurantes e lojas para os turistas. A parte externa é um convite para sentar em uma das mesas e relaxar próximo ao rio.","Ibaiti, PR",Business,2018-10-01,2
2646,Lamartine Neto,TOP... melhor de Belém ,40,"Lugar bacana, Porto revitalizado com bons restaurantes e um por do sol indescritível. Bom para ir durante o dia e a noite.. Culinária típica, cerveja artesanal, sorvete da “Cairu”... enfim, passeio imperdível e obrigatório para quem for em Belém.","Belo Horizonte, MG",Business,2018-11-01,2
2647,Amabile P,Momentos de Lazer,50,Esse lugar é imperdível e acredito que deva ser uma parada obrigatória na temporada de visitação a Belém. A vista é belíssima e a brisa refrescante. Muita variedade de comida e lojas com artesanatos marcantes.,"Brasília, DF",Business,2018-08-01,2
2648,Isaac  M,Parada obrigatória,50,Melhor lugar de Belém para se encontrar restaurantes da melhor qualidade com uma excelente vista para o rio!,"Belém, PA",Business,2018-11-01,2
2649,Jairo M,O Porto Madero brasileiro,50,"As docas de Belém foram revitalizadas e colocam o equivalente de Buenos Aires literalmente no chinelo, lá encontramos restaurantes sensacionais com a culinária local explosiva em sabores, eventos culturais os mais diversos dança,música e passeio turístico de barco.","Rio de Janeiro, RJ",Business,2018-11-01,2
2650,Camper788805,Lugar único,50,local pra um bom happy hour com amigos já que Belém faz calor. Tem uma culinária muito especial e bebidas sempre geladas. Vale conhecer. Agregado a isso uma vista sensacional..,"Penha, SC",Business,2018-04-01,2
2651,Wilson Dornelas,Fantástico,50,"A gastronomia local e internacional está muito bem representada na Estação das Docas.Os restaurantes são fantásticos, mas a sorveteria Cairú é o encerramento excelente de uma valiosa experiência gastronômica.O único ponto fraco é o estacionamento....",,Business,2018-12-01,2
2652,Alessandro Figueiredo,Experiência Belém 2018,50,"Viver Belém é caminhar pela historia do Brasil. De um grande complexo portuário  de onde partiam os modernos navios a vapor rumo a Europa em plena revolução industrial e que recentemente foi recuperado e readaptado apos anos em abandono; desta vez renasce e nos convida para um lindo passeio  na gastronomia local, os bons chopps regionais com uma deliciosa ""unha de carangueijo"" (aqui a cochinha é recheada de carne de siri (deliciosaaa)) e também é possível conhecer uma mostra permanente de ferramentas de cunho náutico,   que foram usadas na época para exploração do leito da Baia de Guajará, que banha a cidade. O complexo é um belíssimo exemplo  da arquitetura de ferro e nos dá o vislumbre da funcionalidade harmônica da estrutura com o lugar que está inserida, lindíssima!",,Business,2018-09-01,2
2653,RICARDO SILVA,Um local típico de Belém,40,Para quem esteve há mais de 18 anos atrás e retornou a Belém e simplesmente não reconhecer este lugar é o melhor sinal de quem se surpreendeu com muitas mudanças na região!!!,"Salvador, BA",Business,2018-12-01,2
2654,Admar Marcos,ESTAÇÃO DAS DOCAS - A ORLA MAIS CHIQUE DA CIDADE,50,"Orla com vista para a baía do Guajará, rio que banha a área do Ver-o-Peso, a maior feira livre da América Latina. Área totalmente climatizada, com excelentes restaurantes, além das comidas típicas, com as melhores receitas de chefs renomados. Tem a farmácia Reinafarma, rede de farmácias genuinamente paraense, com várias opções para os momentos que você quiser. Sua visita valerá à pena, pois você é muito importante.","Belém, PA",Business,2018-12-01,2
2655,Emanoelle D,Cartão postal de Belém ,50,"A Estação das Docas, é o meu lugar preferido quando vou a Belém. Era um antigo Porto de cargas, e revitalizado se tornou um dos pontos turísticos mais visitados. Fica ao lado da Feira Ver o Peso, e as margens do Rio Guamá. Ali podemos ver o pôr do sol e comer as comidas típicas, tomar a cerveja local e o melhor sorvete artesanal com as frutas amazônicas. Possui varios restaurantes, bares, lanchonetes e sorveteria.","Brasília, DF",Business,2018-11-01,2
2656,Paula M,Lugar lindo e com muitas coisas típicas,50,"Ótimo lugar, culinária, música e paisagem ♥️ Visita imperdível para quem vai a Belém! Não pode deixar de conhecer",,Business,2018-12-01,2
2657,Valéria B,excelente para alimentação,50,"jexcelente para alimentação, com variedade e comidas locais, passeio de barco pela orla do rio que faz toda a diferença.",,Business,2018-11-01,2
2658,Daniel F.,Muito bacana,50,"Lugar sensacional. Lindo. Ótimo para passeio, negócios com direito a boa culinária e música ao vivo a noite. Local muito bem organizado. Sem contar que rende boas fotos! Rs","Brasília, DF",Business,2018-08-01,2
2659,Alvarocarneiro2014,Local Incrível !!!,50,Tudo muito bem cuidado e o atendimento de todos os lugares que entramos lá foi excelente !! É um ponto de referência em Belém,"Joinville, SC",Business,2018-04-01,2
2660,Douglas A,Encanto de local,50,"A estação das docas é uma estrutura portuária que foi reformada nos anos 2000 para atrair turistas através dos restaurantes, lojas de artesanato e pela vista maravilhosa do rio Guajará. Do centro e bem próximo e do aeroporto leva cerca de 30 minutos de carro. Além é claro de todas história que essa área preservou, como os guindastes antigos de embarque uma locomotiva de 200 anos. Outra atração muito bakana e o palco que fica no alto e se move através de uma estrutura que lembra uma ponte rolante. Existem alguns restaurantes de comida local e servem também pratos contemporâneos e para quem gosta de cerveja, existe uma pequena fábrica que tem sabores com frutas locais. Outra coisa que não pode deixar de experimentar e o sorvete local Cairu que também tem sabores de todas as frutas da região e são deliciosas.","Belo Horizonte, MG",Business,2018-05-01,2
2661,Ana,Lindo e tranquilo,50,Muito bom. Ha possibilidade de ouvir a banda tocando enquanto desliza em uma plataforma por cima dos restaurantes. A cervejaria AmazonBier tem happy hours com suas deliciosas cervejas!,"Belo Horizonte, MG",Business,2018-08-01,2
2662,Raphaela S,Paisagem linda,50,"Vale muito a pena conhecer e aproveitar pra tomar um sorvete e almoçar por la.Varias opções de restaurantes com preços acessíveis e uns mais caros.Comida tipica, choperia e feira de artesanato no local.","São Paulo, SP",Business,2018-08-01,2
2663,André F,Boas opções de restaurante ,40,"É um bom lugar para provar a culinária típica brasileira do Norte.Bons pratos com temperos típicos da região e é um ótimo lugar para tomar uma cerveja e se encontrar com amigos.Há mesas do lado externo, na parte das docas o que torna o ambiente muito agradável.","São Paulo, SP",Business,2018-08-01,2
2664,Fatima F,Nunca imaginei que tivesse isso em Belem! Lindo,40,"Depois de andar por ruas sujas e mal cheirosas chegamos a um lugar lindo, aconchegante, com ar condicionado (porque Belem é calor e úmido) e com restaurantes com comidas regionais deliciosas. Alem do melhor sorvete!","São Paulo, SP",Business,2018-07-01,2
2665,Daniel Mori,Lindo,50,"Lindo local, reformado, impecável. Aos sábados com música ao vivo e bastante gente passeando. Vale a pena tomar um chopp e visitar as lojinhas!","São Paulo, SP",Business,2018-07-01,2
2666,Leticiareichel15,Maravilhoso!,50,"Local lindo, agradável, vários locais para refeições, todos muito bons, atendimento bom, preço alto.","Sobral, CE",Business,2018-07-01,2
2667,thiagobattaglini,Fantástico,50,"Lugar belíssimo de Belém, com ótimos restaurantes (incluindo famosos sorveteria Cairu e Amazon Beer), artesanato e principalmente a bela vista para o rio - pôr do sol é lindo, iluminação noturna também. Muito badalado, com música ao vivo.","Brasília, DF",Business,2018-07-01,2
2668,Marcelo_Henrique,muito agradável,50,"local reestruturado para lazer e compras, com opção de sentar-se a beira do rio, muito agradável!bons bares e restaurantes, com opções variadas.vale o passeio!","Campo Grande, MS",Business,2018-07-01,2
2669,Dinorah_Di,sensacional,50,"todos os restaurantes são deliciosos, ver o por do sol nas docas é algo indescritivel...voltaria hoje mesmo...um clima delicioso e familiar","Mogi das Cruzes, SP",Business,2018-06-01,2
2670,Priscila L,Lugar Tradicional,40,"Vale a pena conhecer, tomar uma cerveja artesanal, ver o por do sol e com sorte ver a dança do carimbó.","Campo Grande, MS",Business,2017-12-01,2
2671,silviaX7668VU,Excelente,50,"Uma opção tanto para o dia como a noite, com restaurantes, bares, lojinhas. A vista é perfeita, o por do sol é inexplicável. Climatizado, com música ao vivo a noite.","Brasília, DF",Business,2018-07-01,2
2672,GiBelo,Lindo,50,Local lindo e revitalizado. Cheio de restaurantes e lojinhas com produtos locais. Vale a pena conhecer,,Business,2018-06-01,2
2673,Alexandre G,Comi muito bem,50,O lugar é um grande exemplo de como adaptar algo para outro completamente e ficar incrível. Ótimos restaurantes,"Mogi das Cruzes, SP",Business,2017-07-01,2
2674,DanJaq,Lugar muito bonito!!,40,"A Estação das Docas é um lugar muito bonito, vale a pena conhecer, porém os preços praticados nos restaurantes são bem salgados!!","Araguaína, TO",Business,2018-06-01,2
2675,Rafa P,Puerto Madero do Pará,40,"O lugar mais charmoso da cidade, rende boas fotos, além de ótimos restaurantes, tive a oportunidade de ir de dia e a noite e me surpreendi. Lugar bastante seguro e indicado para um jantar no estilo paraense ou somente um happy hour.","São Paulo, São Paulo, Brazil",Business,2018-05-01,2
2676,serjão2k,Excelente vista,40,"Como na maioria das paisagens de natureza do Brasil é encantador saber que um país tão grande como o nosso possui tantas belezas naturais, da estação das Docas é possível admirar uma excelente vista da natureza.","São Gonçalo, RJ",Business,2017-07-01,2
2677,Dcifu,Vale a pena ir e comer,50,"A versão Paraense de Puerto Madero.O lugar é bem interessante pois foi inteiro recuperado.Apresenta 3 galpões de ferro com vidro que da para o Rio.Do lado de fora existem mesas e bancos onde é possível apreciar a vista, principalmente o por do sol.Em um dos galpões ficam diversos restaurantes onde é possível almoçar ou tomar um drinque sentado do lado de dentro, no ar condicionado, mas com vista através das grandes vidraças para o Rio, ou no lado de fora, onde a vista é mais bonita apesar do calor.O galpão de artesanato possui poucas lojas. Deveria se chamar galpão da choperia !Além dos restaurantes tem também sorveterias, inclusive uma Cairu com seus diversos tipos de sorvetes diferentes baseados em ingredientes regionais.Se for para Belém, mesmo que a trabalho, é um lugar que tem que ser visitado, pois não é grande e possui restaurantes inclusive, com menu executivo, como o Lá em Casa.","São Paulo, SP",Business,2018-04-01,2
2678,Alan G,Muito bom!,50,"Restauração muito bem feita, ótima comida, não se pode ir a Belém sem ir na estação das docas, ótimos restaurantes e uma ótima vista.",Califórnia,Business,2017-10-01,2
